#name,chrom,strand,txStart,txEnd,cdsStart,cdsEnd,exonCount,exonStarts,exonEnds,proteinID,alignID
"ENST00000592863.2","chr19","-","629635","633525","633341","633512","3","629635,632833,633197,","630168,632938,633525,","R4GN79","uc060qpq.1"
"ENST00000775980.1","chr19","+","632770","634333","632770","632770","2","632770,633983,","633238,634333,","","uc342knk.1"
"ENST00000775981.1","chr19","+","633723","634337","633723","633723","2","633723,633983,","633895,634337,","","uc342knl.1"
"ENST00000564240.1","chr19","-","637104","637537","637104","637104","1","637104,","637537,","","uc060qpr.1"
"ENST00000591390.1","chr19","+","639878","641590","639878","639878","1","639878,","641590,","","uc060qps.1"
"ENST00000215530.7","chr19","+","639878","644373","639925","643604","3","639878,643234,643409,","640139,643338,644373,","Q9HCT0","uc010xfq.5"
"ENST00000586042.6","chr19","+","639894","644371","639925","643612","3","639894,643234,643432,","640139,643338,644371,","K7ELB9","uc010xfr.3"
"ENST00000605891.5","chr19","-","647525","663194","651888","663121","9","647525,648371,648881,649678,650233,651610,652232,652825,663046,","648277,648487,648975,649748,650296,651915,652296,652884,663194,","U3KQF4","uc060qpu.1"
"ENST00000292363.10","chr19","-","647525","663214","648127","663121","9","647525,648371,648881,649678,650233,651610,652232,652825,663046,","648277,648487,648975,649748,650296,651855,652296,652884,663214,","Q9BV68","uc010drs.6"
"ENST00000590885.6","chr19","-","647528","661402","647528","647528","9","647528,648371,648881,649678,650233,651610,652232,652825,661355,","648277,648487,648975,649748,650296,651784,652296,652884,661402,","","uc060qpt.2"
"ENST00000586749.1","chr19","-","647529","650594","647529","647529","4","647529,648371,648881,650233,","648277,648487,649748,650594,","","uc060qpv.1"
"ENST00000589762.5","chr19","-","648131","663233","648131","663121","9","648131,648371,648881,649678,650233,651691,652232,652825,663046,","648277,648487,648975,649748,650296,651855,652296,652884,663233,","K7EIY6","uc060qpw.1"
"ENST00000591394.2","chr19","-","651384","663185","651384","651384","4","651384,652232,652825,663046,","651855,652296,652884,663185,","","uc060qpy.2"
"ENST00000592626.3","chr19","-","652357","663171","652357","652357","2","652357,663046,","652884,663171,","","uc060qpz.2"
"ENST00000776528.1","chr19","+","663447","668081","663447","663447","2","663447,667273,","663707,668081,","","uc342lhx.1"
"ENST00000591866.2","chr19","+","663481","669500","663481","663481","2","663481,667211,","664511,669500,","","uc060qqa.2"
"ENST00000836293.1","chr19","-","675155","676553","675155","675155","2","675155,676361,","675551,676553,","","uc345voy.1"
"ENST00000166139.9","chr19","+","676391","683385","676423","681708","5","676391,677791,680273,681332,681649,","676526,677977,680489,681560,683385,","O95633","uc002lpk.4"
"ENST00000592058.3","chr19","+","678060","681771","678060","678060","4","678060,680273,681332,681649,","678083,680489,681560,681771,","","uc060qqc.2"
"ENST00000589185.2","chr19","+","680033","681413","680317","681413","2","680033,681332,","680489,681413,","A0A087X1Q2","uc060qqd.1"
"ENST00000592947.5","chr19","+","680706","683392","681496","681708","3","680706,681332,681649,","680879,681560,683392,","K7EM71","uc060qqf.2"
"ENST00000588773.5","chr19","+","680714","682107","681496","681708","3","680714,681332,681649,","680774,681560,682107,","K7EM71","uc060qqe.2"
"ENST00000591573.2","chr19","+","680750","681910","681496","681910","2","680750,681332,","680879,681910,","A0A087WTD3","uc060qqg.2"
"ENST00000605925.3","chr19","+","680750","682107","681496","681708","3","680750,681332,681649,","680812,681560,682107,","K7EM71","uc060qqh.2"
"ENST00000329267.9","chr19","-","685545","695452","685715","695430","5","685545,686924,691857,694813,695351,","685922,687188,692002,694967,695452,","A0A0A0MR61","uc010xfs.3"
"ENST00000613411.4","chr19","-","685545","695498","685715","695430","5","685545,686924,691857,694813,695351,","685922,687188,692002,694970,695498,","Q6UWY2","uc002lpl.2"
"ENST00000469610.2","chr19","+","690352","691172","690352","690352","1","690352,","691172,","","uc286oyb.1"
"ENST00000799109.1","chr19","-","695918","703754","695918","695918","2","695918,703687,","696398,703754,","","uc343spw.1"
"ENST00000338448.10","chr19","+","708934","748329","709146","746814","9","708934,726137,727007,727563,731094,734172,736018,740351,746284,","709151,726189,727088,727694,731245,734194,736078,740483,748329,","O75781","uc002lpm.4"
"ENST00000264560.11","chr19","+","708938","748329","709146","746814","8","708938,726137,727007,727563,731094,734172,736018,746284,","709151,726189,727088,727694,731245,734194,736078,748329,","O75781","uc002lpn.3"
"ENST00000592870.5","chr19","+","709096","735048","709096","709096","6","709096,726137,727007,727563,731094,734172,","709151,726189,727088,727694,731245,735048,","","uc060qqi.1"
"ENST00000589012.5","chr19","+","709130","736139","709130","709130","7","709130,726137,727007,727563,731094,734172,736018,","709151,726189,727088,727694,731245,734194,736139,","","uc060qqj.1"
"ENST00000818438.1","chr19","-","716812","719910","716812","716812","2","716812,719679,","717547,719910,","","uc344vev.1"
"ENST00000586055.2","chr19","+","719099","726173","719655","726173","2","719099,726137,","719657,726173,","A0A087X1D6","uc060qqk.1"
"ENST00000586776.1","chr19","+","722503","727088","722503","722503","3","722503,726137,727007,","722907,726189,727088,","","uc060qql.1"
"ENST00000593172.5","chr19","+","727785","748329","727785","727785","6","727785,731094,734172,736018,740351,746284,","727864,731245,734194,736078,740483,748329,","","uc060qqm.1"
"ENST00000633534.1","chr19","+","731091","746927","731091","731091","4","731091,734172,736018,746284,","731245,734194,736078,746927,","","uc284pmf.1"
"ENST00000592155.5","chr19","+","735029","748329","735057","746814","4","735029,736018,740351,746284,","735064,736078,740483,748329,","A0A087WTK8","uc060qqn.1"
"ENST00000590161.2","chr19","+","735032","748329","735057","746814","3","735032,736018,746284,","735064,736078,748329,","A0A087WWY4","uc060qqo.1"
"ENST00000587513.3","chr19","+","735054","748326","735054","735054","4","735054,736018,740351,746284,","735110,736078,740483,748326,","","uc060qqp.2"
"ENST00000215582.8","chr19","+","751111","764318","756946","763590","5","751111,756889,759908,761624,763500,","751171,758726,760039,761663,764318,","Q8IVT2","uc002lpo.6"
"ENST00000614180.1","chr19","+","758062","760505","758062","758062","3","758062,759908,760410,","758726,760039,760505,","","uc060qqq.1"
"ENST00000718984.1","chr19","-","769697","782360","769697","769697","3","769697,778974,782203,","769976,780011,782360,","","uc339fdt.1"
"ENST00000718983.1","chr19","-","769698","782606","769698","769698","2","769698,782203,","769976,782606,","","uc339fds.1"
"ENST00000718993.1","chr19","-","780997","782658","780997","780997","2","780997,782203,","781237,782658,","","uc339fec.1"
"ENST00000718994.1","chr19","-","780998","782651","780998","780998","2","780998,782203,","781234,782651,","","uc339fed.1"
"ENST00000606966.3","chr19","-","780999","782651","780999","780999","1","780999,","782651,","","uc060qqr.3"
"ENST00000718996.1","chr19","-","780999","782651","780999","780999","2","780999,782203,","781572,782651,","","uc339fef.1"
"ENST00000718995.1","chr19","-","780999","782652","780999","780999","2","780999,782203,","781270,782652,","","uc339fee.1"
"ENST00000719002.1","chr19","-","781001","782622","781001","781001","2","781001,782203,","781429,782622,","","uc339fel.1"
"ENST00000719000.1","chr19","-","781001","782645","781001","781001","2","781001,782203,","781280,782645,","","uc339fej.1"
"ENST00000719001.1","chr19","-","781001","782645","781001","781001","2","781001,782203,","781569,782645,","","uc339fek.1"
"ENST00000718998.1","chr19","-","781001","782647","781001","781001","2","781001,782203,","781273,782647,","","uc339feh.1"
"ENST00000718997.1","chr19","-","781001","782651","781001","781001","2","781001,782203,","781426,782651,","","uc339feg.1"
"ENST00000718992.1","chr19","-","781001","782691","781001","781001","3","781001,782203,782630,","781237,782351,782691,","","uc339feb.1"
"ENST00000718991.1","chr19","-","781001","782818","781001","781001","3","781001,782203,782630,","781234,782313,782818,","","uc339fea.1"
"ENST00000718990.1","chr19","-","781001","783243","781001","781001","3","781001,782203,783030,","781270,782351,783243,","","uc339fdz.1"
"ENST00000718989.1","chr19","-","781001","783246","781001","781001","3","781001,782203,783030,","781237,782351,783246,","","uc339fdy.1"
"ENST00000718988.1","chr19","-","781001","789796","781001","781001","3","781001,782203,789675,","781234,782351,789796,","","uc339fdx.1"
"ENST00000718987.1","chr19","-","781001","789797","781001","781001","3","781001,782203,789675,","781237,782313,789797,","","uc339fdw.1"
"ENST00000718985.1","chr19","-","781001","789808","781001","781001","3","781001,782203,789675,","781237,782351,789808,","","uc339fdu.1"
"ENST00000718986.1","chr19","-","781001","789808","781001","781001","3","781001,782203,789675,","781273,782351,789808,","","uc339fdv.1"
"ENST00000718999.1","chr19","-","781008","782653","781008","781008","3","781008,782203,782630,","781234,782351,782653,","","uc339fei.1"
"ENST00000719207.1","chr19","+","782118","785041","782118","782118","3","782118,783165,784814,","782427,783330,785041,","","uc339fmi.1"
"ENST00000606242.4","chr19","+","782440","785292","782440","782440","2","782440,784814,","783330,785292,","","uc060qqs.4"
"ENST00000686865.2","chr19","+","782662","783395","782662","782662","1","782662,","783395,","","uc315mlz.2"
"ENST00000665908.2","chr19","+","782738","786106","782738","782738","2","782738,785781,","783330,786106,","","uc288cpi.2"
"ENST00000654818.1","chr19","+","782754","785920","782754","782754","3","782754,784814,785502,","783330,785116,785920,","","uc287mic.1"
"ENST00000662249.2","chr19","+","782766","785291","782766","782766","2","782766,784786,","783330,785291,","","uc287xfo.2"
"ENST00000719203.1","chr19","+","782766","786102","782766","782766","3","782766,784814,785996,","783330,785174,786102,","","uc339fme.1"
"ENST00000719204.1","chr19","+","782774","786106","782774","782774","3","782774,784814,785781,","783330,785180,786106,","","uc339fmf.1"
"ENST00000719205.1","chr19","+","782777","786106","782777","782777","3","782777,784814,785781,","783330,784970,786106,","","uc339fmg.1"
"ENST00000719201.1","chr19","+","782780","787548","782780","782780","2","782780,787383,","783330,787548,","","uc339fmc.1"
"ENST00000586061.1","chr19","+","782795","785080","782795","782795","2","782795,784786,","783330,785080,","","uc060qqt.1"
"ENST00000719206.1","chr19","+","782795","786109","782795","782795","3","782795,784814,785781,","783330,784953,786109,","","uc339fmh.1"
"ENST00000719202.1","chr19","+","782817","787548","782817","782817","3","782817,784814,787383,","783330,784953,787548,","","uc339fmd.1"
"ENST00000635647.1","chr19","+","797074","812327","797497","810826","14","797074,799412,803560,804035,804291,804828,805012,805491,806407,807868,808359,808545,810542,810693,","797505,799443,803636,804208,804702,804939,805187,805569,806556,807902,808452,808762,810620,812327,","A0A0U1RRM4","uc284pmg.1"
"ENST00000627714.2","chr19","+","797391","812327","797497","810826","7","797391,799412,807868,808359,808545,810542,810693,","797505,799443,807902,808452,808762,810620,812327,","A0A0D9SF20","uc060qqu.1"
"ENST00000592804.2","chr19","+","797397","806055","797397","797397","9","797397,799412,803560,804035,804291,804531,804828,805012,805491,","797505,799443,803636,804208,804438,804702,804939,805187,806055,","","uc060qrh.2"
"ENST00000677277.1","chr19","+","797397","812253","797497","805881","15","797397,799412,803560,804035,804291,804531,804828,805012,805831,806407,807868,808359,808545,810542,810693,","797505,799443,803636,804208,804438,804702,804939,805187,805902,806556,807902,808452,808762,810620,812253,","A0A7I2V4H6","uc288rmn.1"
"ENST00000676227.1","chr19","+","797397","812256","797497","805881","16","797397,799412,803560,804035,804291,804531,804828,805012,805491,805831,806407,807868,808359,808545,810542,810693,","797505,799443,803636,804208,804438,804702,804939,805187,805569,805902,806556,807902,808452,808762,810620,812256,","A0A6Q8PEX4","uc288pys.1"
"ENST00000590887.5","chr19","+","797424","804582","797424","797424","5","797424,799412,803560,804035,804531,","797505,799443,803636,804438,804582,","","uc060qqv.1"
"ENST00000349038.8","chr19","+","797424","812312","797497","810826","14","797424,799412,803560,804035,804291,804531,804828,805012,806407,807868,808359,808545,810542,810693,","797505,799443,803636,804208,804438,804702,804939,805187,806556,807902,808452,808762,810620,812312,","P26599","uc002lpr.3"
"ENST00000586481.5","chr19","+","797426","804634","803611","804634","5","797426,803560,804035,804291,804531,","797505,803636,804208,804438,804634,","K7ES59","uc060qqw.1"
"ENST00000586944.5","chr19","+","797427","811289","797427","797427","12","797427,799412,803560,804035,804291,804531,804828,805012,808359,808545,810542,810693,","797505,799443,803636,804208,804438,804702,804939,807902,808452,808762,810620,811289,","","uc060qqx.1"
"ENST00000677717.1","chr19","+","797451","800081","797451","797451","2","797451,799412,","797505,800081,","","uc288sdg.1"
"ENST00000356948.11","chr19","+","797451","812312","797497","810826","15","797451,799412,803560,804035,804291,804531,804828,805012,805491,806407,807868,808359,808545,810542,810693,","797505,799443,803636,804208,804438,804702,804939,805187,805569,806556,807902,808452,808762,810620,812312,","P26599","uc002lpp.4"
"ENST00000394601.8","chr19","+","797451","812312","797497","810826","15","797451,799412,803560,804035,804291,804531,804828,805012,805512,806407,807868,808359,808545,810542,810693,","797505,799443,803636,804208,804438,804702,804939,805187,805569,806556,807902,808452,808762,810620,812312,","P26599","uc002lpq.3"
"ENST00000589575.5","chr19","+","797461","805017","797497","805017","8","797461,799412,803560,804035,804291,804540,804828,805012,","797505,799443,803636,804208,804438,804702,804939,805017,","K7EKJ7","uc060qqy.1"
"ENST00000587191.3","chr19","+","797489","808762","808424","808762","4","797489,799412,808359,808545,","797505,799443,808452,808762,","A0A087WUW5","uc060qqz.1"
"ENST00000679114.1","chr19","+","798427","812275","798531","810826","15","798427,799412,803560,804035,804291,804531,804828,805012,805491,806407,807868,808359,808545,810542,810693,","798545,799443,803636,804208,804438,804702,804939,805187,805569,806556,807902,808452,808762,810620,812275,","A0A7I2V621","uc288ueo.1"
"ENST00000350092.8","chr19","+","799405","812222","803611","810826","14","799405,803560,804035,804291,804531,804828,805012,805491,806407,807868,808359,808545,810542,810693,","799443,803636,804208,804438,804702,804939,805187,805569,806556,807902,808452,808762,810620,812222,","A6NLN1","uc060qrb.1"
"ENST00000592113.5","chr19","+","803574","806045","803574","803574","5","803574,804035,804828,805012,805512,","803636,804702,804939,805187,806045,","","uc060qrc.1"
